platform_shop_id,year_month,has_reply,reply_length,reply_token_count,reply_contains_coupon,reply_coupon_flag,reply_template_score,reply_ai_like_score,growth_label_top30,category,brand
ba_10040679,2025-08,0.5,113.5,27.0,0.0,0.0,0.07142857142857142,0.08333333333333333,1,치킨,굽네치킨
ba_10040679,2025-09,1.0,161.88888888888889,35.333333333333336,0.0,0.0,0.3968253968253968,0.2037037037037037,0,치킨,굽네치킨
ba_10040685,2025-07,0.782608695652174,67.08695652173913,13.91304347826087,0.13043478260869565,0.13043478260869565,0.17391304347826086,0.07246376811594202,1,치킨,굽네치킨
ba_10040685,2025-08,1.0,151.05555555555554,33.166666666666664,0.2222222222222222,0.2222222222222222,0.23015873015873012,0.12962962962962962,0,치킨,굽네치킨
ba_10040685,2025-09,1.0,155.74193548387098,33.903225806451616,0.12903225806451613,0.12903225806451613,0.22580645161290322,0.11827956989247311,0,치킨,굽네치킨
ba_10041246,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,치킨,굽네치킨
ba_10041246,2025-08,0.3333333333333333,75.66666666666667,18.0,0.0,0.0,0.047619047619047616,0.05555555555555555,1,치킨,굽네치킨
ba_10041246,2025-09,1.0,174.66666666666666,40.0,0.0,0.0,0.14285714285714285,0.1111111111111111,1,치킨,굽네치킨
ba_10204887,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_10204887,2025-08,0.16666666666666666,26.0,5.666666666666667,0.0,0.0,0.14285714285714285,0.05555555555555555,0,치킨,굽네치킨
ba_10204887,2025-09,1.0,131.5,27.0,0.125,0.125,0.5178571428571428,0.14583333333333331,0,치킨,굽네치킨
ba_10401021,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,치킨,굽네치킨
ba_10401021,2025-08,0.0425531914893617,10.319148936170214,2.25531914893617,0.0425531914893617,0.0425531914893617,0.01519756838905775,0.010638297872340425,1,치킨,굽네치킨
ba_10401021,2025-09,0.8148148148148148,141.77777777777777,30.962962962962962,0.0,0.0,0.2328042328042328,0.13580246913580246,0,치킨,굽네치킨
ba_10418082,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_10418082,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_10432360,2025-07,0.1111111111111111,5.555555555555555,0.8888888888888888,0.0,0.0,0.015873015873015872,0.0,0,치킨,굽네치킨
ba_10432360,2025-08,0.625,117.375,25.625,0.0,0.0,0.14285714285714285,0.0625,0,치킨,굽네치킨
ba_10469515,2025-09,0.56,90.04,20.08,0.0,0.0,0.14285714285714285,0.08666666666666666,0,치킨,굽네치킨
ba_10469515,2025-07,1.0,94.57575757575758,20.151515151515152,0.09090909090909091,0.09090909090909091,0.21645021645021645,0.0404040404040404,0,치킨,굽네치킨
ba_10469515,2025-08,1.0,141.15384615384616,30.846153846153847,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0,치킨,굽네치킨
ba_10476209,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
